Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.803490183,6.818276144,0.823102718,0.312307909,2.01870046,1.171888256,6.571000501,3.322432544,0.24122796,0.706483434,0.488645323,-2.667506175,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.468773659,5.110244127,5.467978464,6.033785463,6.938621192,7.33607192,7.682240582,6.527009244,6.334238353,3.835371973,-5.22737398,7.964362173,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.955931724,4.199175913,2.676040661,5.069575112,4.890637424,2.827255249,1.400439537,2.488682149,2.762042591,2.55901056,-2.068856312,4.201410451,
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.32322471,-0.294354409,6.610119728,3.843801323,3.322944408,-0.755621962,-6.764439191,-4.706998899,-0.870967846,0.110394047,-7.678331161,-1.026540162,
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.971132751,-2.046633895,4.216677115,2.429930964,3.090328031,0.967496905,1.118015189,2.244345087,2.590366637,1.503427858,-8.621135487,4.322776357,
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.427104323,11.20011058,4.788492711,8.485816997,4.939715161,6.084486904,3.323084208,7.501997489,2.979885258,0.783610198,1.940032245,11.35349641,
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.222222222,6.818181818,-2.127659574,4.347826087,0,10.41666667,5.660377358,1.785714286,1.754385965,13.79310345,1.515151515,2.985074627,
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.336523427,7.672155435,4.50015356,6.781585601,6.732461868,6.160628774,6.867116196,6.785680114,5.444967601,5.799999977,1.996343506,4.279084542,
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.637611638,9.391655493,3.837455606,3.586905826,5.106307324,5.187859862,4.781000291,3.131405518,6.303923781,6.438745034,2.951306422,3.536580341,
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.092004367,5.44528081,0.152314967,0.045439094,-10.07889498,-9.772987213,2.440981945,2.359972281,3.48836234,3.199503864,-3.7528041,3.4,
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.419868824,6.922253195,5.917971318,5.575735175,4.724006115,4.305385277,4.230169356,5.231483155,4.942901104,4.091974413,-0.578501261,7.4021227,
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.803409666,5.162133029,3.538178707,4.637538641,3.238791217,0.370741265,1.689798164,1.627753973,0.477907184,0.350447153,-6.12147628,4.367009316,
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.708856694,1.54989495,2.280687603,1.841875395,2.287775933,2.706369582,1.667472076,2.241921216,2.945384831,2.294439078,-2.767802511,5.945484761,
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.597167961,7.525139894,7.102444887,7.29655037,6.873838441,7.218773508,5.9321508,4.395274633,5.354996888,5.709632222,1.886245259,7.420110242,
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.470467935,-0.606276651,1.169112184,2.462484172,1.145755695,2.785223963,4.149565063,1.669364654,3.052342971,0.404010393,-5.31264623,1.352114255,
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,,,,,,,,
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.596383224,-8.204245554,-14.8125,-6.285155295,-1.774530271,-0.425079702,1.600853789,-0.735294118,1.904761905,2.777777778,-2.14700682,,
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.423238217,6.413177689,5.50454562,5.553500245,6.422246656,6.987166724,6.690009213,6.940187782,7.464991257,7.359281,2.865411946,2.561551142,
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.258867203,3.1398029,1.010047687,0.463390415,3.136867294,0.366522075,4.688756366,6.317305384,2.900230273,3.241187655,-5.396254215,0.449256481,
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.540838287,3.310323684,2.70840268,2.807892132,3.090647561,3.077577537,2.805257996,3.38624182,3.286864016,2.591419861,-3.114741981,5.874225293,
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.124719923,3.849077947,-3.732130209,0.107293276,0.659923769,3.850361817,7.983862878,1.4062824,-0.609647103,4.451858917,-3.108444011,-7.084587997,
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.939924047,6.319886223,1.712195174,5.340908175,3.348804311,5.916270444,5.571756507,4.825690427,3.406631008,4.756830619,-5.340275302,10.74561161,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.70230704,-12.7148969,2.392990209,4.823519067,-0.188690232,-27.99454625,-9.375123818,-5.071795639,0.752447588,,,,
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.039732881,3.168556279,2.396232385,2.485468008,1.413826452,1.321862237,0.664552308,1.157946952,1.522329387,0.303453235,-6.342471148,4.913096682,
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.29822332,5.564602337,7.597593211,5.05723174,4.697992363,2.920375112,3.776679146,3.504336096,4.034493897,1.441306026,-2.785055065,4.598734039,
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,21.45206092,14.62020726,15.74487708,3.196730887,1.484542622,2.023649996,0.900955396,4.080263903,5.009866783,-6.332446407,-7.816950647,8.468016898,
